name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal,verification_status,search_query,verification_error
Rocco's Sanwiches and Catering,amenity:restaurant,10065 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057770,https://www.openstreetmap.org/way/636057770,43.0972253,-78.9472327,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Rocco's Sanwiches and Catering""","No cached search result for ""Rocco's Sanwiches and Catering"""
Rosenkrans Pharmacy,amenity:pharmacy,526 Main Street,Medina,NY,14103,,,,node,7460502438,https://www.openstreetmap.org/node/7460502438,43.2196279,-78.3872718,Orleans County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Rosenkrans Pharmacy""","No cached search result for ""Rosenkrans Pharmacy"""
Ruck's Pizza Kitchen,amenity:restaurant,166 West Main Street,Honeoye Falls,NY,14472,,,,node,5720590110,https://www.openstreetmap.org/node/5720590110,42.9480431,-77.6036638,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Ruck's Pizza Kitchen""","No cached search result for ""Ruck's Pizza Kitchen"""
Rylee's Diner,amenity:restaurant,,Ontario County,NY,,+1-585-398-7475,,,node,12412935886,https://www.openstreetmap.org/node/12412935886,42.9738622,-77.375647,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Rylee's Diner""","No cached search result for ""Rylee's Diner"""
Salisa's All American Diner,amenity:restaurant,2214 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057768,https://www.openstreetmap.org/way/636057768,43.09915,-78.9304166,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Salisa's All American Diner""","No cached search result for ""Salisa's All American Diner"""
Sammy's Pizzeria,amenity:restaurant,1400 Hyde Park Boulevard,Niagara County,NY,NY 14305,,,,node,12912908901,https://www.openstreetmap.org/node/12912908901,43.1017878,-79.0272333,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sammy's Pizzeria""","No cached search result for ""Sammy's Pizzeria"""
Sanaa Food Market,shop:convenience,1271 Clifford Avenue Unit 1,Rochester,NY,14621,,,,way,776866328,https://www.openstreetmap.org/way/776866328,43.1753822,-77.5883915,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sanaa Food Market""","No cached search result for ""Sanaa Food Market"""
Scottsville Diner,amenity:restaurant,46 Main Street Unit 1,Scottsville,NY,14546,,,,node,8785857385,https://www.openstreetmap.org/node/8785857385,43.019804,-77.7509132,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Scottsville Diner""","No cached search result for ""Scottsville Diner"""
Seneca One Stop,shop:convenience,621 Niagara Street,Niagara Falls,NY,14303,,,,way,1059359070,https://www.openstreetmap.org/way/1059359070,43.0877987,-79.0546099,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Seneca One Stop""","No cached search result for ""Seneca One Stop"""
Shake Shack,amenity:fast_food,911 Jefferson Road,Rochester,NY,14623,,,,way,126305924,https://www.openstreetmap.org/way/126305924,43.0866668,-77.6181885,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shake Shack""","No cached search result for ""Shake Shack"""
Shaq Mini Mart,shop:convenience,488 Joseph Avenue,Rochester,NY,14605,,,,node,7248925388,https://www.openstreetmap.org/node/7248925388,43.1729074,-77.6074018,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shaq Mini Mart""","No cached search result for ""Shaq Mini Mart"""
Shore Acres Executive Course,leisure:golf_course,1165 Greenleaf Road,Rochester,NY,14612,,,,way,134225187,https://www.openstreetmap.org/way/134225187,43.2659537,-77.6277635,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shore Acres Executive Course""","No cached search result for ""Shore Acres Executive Course"""
Sips Coffee & Cafe,amenity:cafe,149 Pattonwood Drive,Rochester,NY,14617,,,,node,8786018913,https://www.openstreetmap.org/node/8786018913,43.2477169,-77.6055547,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sips Coffee & Cafe""","No cached search result for ""Sips Coffee & Cafe"""
Skylark Lounge,amenity:bar,40 South Union Street,Rochester,NY,14607,,,,node,4904092409,https://www.openstreetmap.org/node/4904092409,43.1539693,-77.5973767,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Skylark Lounge""","No cached search result for ""Skylark Lounge"""
Sleep Number,shop:bed,3220 Sheridan Drive Unit 100,Buffalo,NY,14226,,,,node,10210425622,https://www.openstreetmap.org/node/10210425622,42.9806126,-78.814389,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sleep Number""","No cached search result for ""Sleep Number"""
Snyder Pharmacy Inc,amenity:pharmacy,4536 Main Street,Buffalo,NY,14226,,,,way,859016147,https://www.openstreetmap.org/way/859016147,42.9632719,-78.7824581,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Snyder Pharmacy Inc""","No cached search result for ""Snyder Pharmacy Inc"""
Society of the Seven Sages,healthcare:alternative,656 South Avenue,Rochester,NY,14620,,,,node,11235669137,https://www.openstreetmap.org/node/11235669137,43.1427538,-77.6044436,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Society of the Seven Sages""","No cached search result for ""Society of the Seven Sages"""
Sodam Korean House,amenity:restaurant,900 Jefferson Road Unit 101-102,Rochester,NY,14623,,,,node,8786037312,https://www.openstreetmap.org/node/8786037312,43.0886567,-77.6159421,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sodam Korean House""","No cached search result for ""Sodam Korean House"""
Soe's Kitchen,amenity:restaurant,617 Main Street Unit 200,Buffalo,NY,14203,,,,node,13608617030,https://www.openstreetmap.org/node/13608617030,42.8908298,-78.8724193,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Soe's Kitchen""","No cached search result for ""Soe's Kitchen"""
Southwedge Diner,amenity:restaurant,880 South Clinton Avenue,Rochester,NY,14620,,,,way,545636442,https://www.openstreetmap.org/way/545636442,43.1410216,-77.5967578,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Southwedge Diner""","No cached search result for ""Southwedge Diner"""
Spice Bazaar,shop:spices,3311 Sheridan Drive,Buffalo,NY,14226,,,SpiceBazaarBuffalo/,node,9451380645,https://www.openstreetmap.org/node/9451380645,42.9796791,-78.8102572,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Spice Bazaar""","No cached search result for ""Spice Bazaar"""
Spot Coffee,amenity:cafe,6519 East Quaker Street,Erie County,NY,14127,,,,way,349913430,https://www.openstreetmap.org/way/349913430,42.7673606,-78.7433122,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Spot Coffee""","No cached search result for ""Spot Coffee"""
Spray & Wash,amenity:car_wash,59 Delaware Street,Tonawanda,NY,14150,,,,way,795748747,https://www.openstreetmap.org/way/795748747,43.0175201,-78.8737381,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Spray & Wash""","No cached search result for ""Spray & Wash"""
Star Service,shop:car_repair,7041 Boston Colden Road,Boston,NY,14025,,,,way,1004858382,https://www.openstreetmap.org/way/1004858382,42.6235645,-78.7312783,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Star Service""","No cached search result for ""Star Service"""
Steamworks Coffee,shop:coffee,49 Canal Street,Lockport,NY,14094,,,,way,502988366,https://www.openstreetmap.org/way/502988366,43.1703349,-78.694434,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Steamworks Coffee""","No cached search result for ""Steamworks Coffee"""
Steve T's,amenity:restaurant,2260 Lyell Avenue,Rochester,NY,14606,,,,way,293081219,https://www.openstreetmap.org/way/293081219,43.1650871,-77.6869151,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Steve T's""","No cached search result for ""Steve T's"""
Sultan,amenity:restaurant,1659 Mount Hope Avenue,Rochester,NY,14620,,,,node,4048044194,https://www.openstreetmap.org/node/4048044194,43.1179334,-77.6215365,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sultan""","No cached search result for ""Sultan"""
Supercuts,shop:hairdresser,80 Niagara Street,Tonawanda,NY,14150,,,,node,7382762842,https://www.openstreetmap.org/node/7382762842,43.0209418,-78.8809429,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Supercuts""","No cached search result for ""Supercuts"""
Tap It,amenity:bar,1761 Scottsville Road,Rochester,NY,14623,,,,way,469632699,https://www.openstreetmap.org/way/469632699,43.0887989,-77.6840545,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tap It""","No cached search result for ""Tap It"""
Tasty Wok Chinese Restaurant,amenity:restaurant,2865 Dewey Avenue,Rochester,NY,14626,,,,node,4631398644,https://www.openstreetmap.org/node/4631398644,43.221819,-77.6415957,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tasty Wok Chinese Restaurant""","No cached search result for ""Tasty Wok Chinese Restaurant"""
Taylor's Tap and Grill,amenity:restaurant,2279 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057765,https://www.openstreetmap.org/way/636057765,43.0991623,-78.9252984,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Taylor's Tap and Grill""","No cached search result for ""Taylor's Tap and Grill"""
Texas Roadhouse,amenity:restaurant,3755 Union Road,Buffalo,NY,14225,,,,way,1103923218,https://www.openstreetmap.org/way/1103923218,42.9158822,-78.7521828,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Texas Roadhouse""","No cached search result for ""Texas Roadhouse"""
The Dam Overlook Cafe,amenity:fast_food,2400 Park Road,Mount Morris,NY,14510,,,,way,241513314,https://www.openstreetmap.org/way/241513314,42.7355151,-77.9071311,Livingston County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Dam Overlook Cafe""","No cached search result for ""The Dam Overlook Cafe"""
The Erie Grill,amenity:restaurant,41 North Main Street,Pittsford,NY,14534,,,,node,6704343430,https://www.openstreetmap.org/node/6704343430,43.0938049,-77.5154543,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Erie Grill""","No cached search result for ""The Erie Grill"""
The Grilled Cheese Factory Roc,amenity:restaurant,302 North Goodman Street,Rochester,NY,14607,,,,node,4661525476,https://www.openstreetmap.org/node/4661525476,43.1589532,-77.5844253,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Grilled Cheese Factory Roc""","No cached search result for ""The Grilled Cheese Factory Roc"""
The Market on Elmwood,amenity:restaurant,4200 Genesee Street,Buffalo,NY,14225,,,,node,10249780230,https://www.openstreetmap.org/node/10249780230,42.9361883,-78.7297996,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Market on Elmwood""","No cached search result for ""The Market on Elmwood"""
The Original Steve's Diner,amenity:restaurant,1100 Jefferson Road,Rochester,NY,14623,,,,node,9870300401,https://www.openstreetmap.org/node/9870300401,43.08897,-77.60663,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Original Steve's Diner""","No cached search result for ""The Original Steve's Diner"""
The Paperback Place,shop:books,,Ontario County,NY,,+15853969872,,,node,12752804251,https://www.openstreetmap.org/node/12752804251,42.886524,-77.280824,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Paperback Place""","No cached search result for ""The Paperback Place"""
The Salty Dog Barbershop,shop:hairdresser,268 Main Street,Buffalo,NY,14202,,,,node,7228983241,https://www.openstreetmap.org/node/7228983241,42.881575,-78.8759315,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Salty Dog Barbershop""","No cached search result for ""The Salty Dog Barbershop"""
The Spirit Room,amenity:bar,139 State Street,Rochester,NY,14614,,,,node,8786025080,https://www.openstreetmap.org/node/8786025080,43.1577575,-77.6149969,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Spirit Room""","No cached search result for ""The Spirit Room"""
The Sudsy Snout,shop:pet_grooming,684 South Avenue,Rochester,NY,14620,,,,node,13228177907,https://www.openstreetmap.org/node/13228177907,43.1421811,-77.6042775,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Sudsy Snout""","No cached search result for ""The Sudsy Snout"""
Timeless Babez,shop:clothes,87 Allen St,Buffalo,NY,14150,,,https://www.facebook.com/TimelessBabez716,node,9932477915,https://www.openstreetmap.org/node/9932477915,42.8995357,-78.8732956,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Timeless Babez""","No cached search result for ""Timeless Babez"""
Tom's Restaurant,amenity:restaurant,3221 Sheridan Drive,Buffalo,NY,14226,,,,way,212120050,https://www.openstreetmap.org/way/212120050,42.9800197,-78.8142312,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tom's Restaurant""","No cached search result for ""Tom's Restaurant"""
Trilliant Jewelers,shop:jewelry,113 Pattonwood Drive,Rochester,NY,14617,,,,node,8786031977,https://www.openstreetmap.org/node/8786031977,43.2473791,-77.6068039,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Trilliant Jewelers""","No cached search result for ""Trilliant Jewelers"""
Tru,shop:beauty,,Monroe County,NY,,+1 585-586-7870,,,node,9793858356,https://www.openstreetmap.org/node/9793858356,43.0925005,-77.513085,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tru""","No cached search result for ""Tru"""
Upscale Nails & Spa,shop:beauty,,Monroe County,NY,14625,+1-585-385-2070,,,node,12976048201,https://www.openstreetmap.org/node/12976048201,43.1300317,-77.4755565,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Upscale Nails & Spa""","No cached search result for ""Upscale Nails & Spa"""
UR Medicine Flaum Eye Institute,healthcare:optometrist,1317 Mount Hope Avenue,Rochester,NY,14620,,,,node,8786024489,https://www.openstreetmap.org/node/8786024489,43.1239276,-77.6182368,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""UR Medicine Flaum Eye Institute""","No cached search result for ""UR Medicine Flaum Eye Institute"""
Victor Village Inn,amenity:restaurant,34 East Main Street,Victor,NY,14564,,,,node,8796718233,https://www.openstreetmap.org/node/8796718233,42.9821785,-77.4088347,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Victor Village Inn""","No cached search result for ""Victor Village Inn"""
Village Grill,amenity:restaurant,8639 Main Street,Honeoye,NY,14471,,,,way,825420845,https://www.openstreetmap.org/way/825420845,42.789075,-77.5103125,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Village Grill""","No cached search result for ""Village Grill"""
Walgreens Drive-Thru,amenity:pharmacy,5305 Main Street,Williamsville,NY,14221,,,,node,8358892436,https://www.openstreetmap.org/node/8358892436,42.9604392,-78.7545524,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Walgreens Drive-Thru""","No cached search result for ""Walgreens Drive-Thru"""
Washboard Willy’s,shop:laundry,11197 Maple Ridge Road,Medina,NY,14103,,,,node,8773810535,https://www.openstreetmap.org/node/8773810535,43.2071943,-78.3992016,Orleans County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Washboard Willy’s""","No cached search result for ""Washboard Willy’s"""
Water Street Cafe,amenity:restaurant,467 Exchange Street,Geneva,NY,14456,,,,way,544914217,https://www.openstreetmap.org/way/544914217,42.8676477,-76.9812247,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Water Street Cafe""","No cached search result for ""Water Street Cafe"""
Wendy's Drive-Thru,amenity:fast_food,3362 Main Street,Buffalo,NY,14214,,,,node,8389190829,https://www.openstreetmap.org/node/8389190829,42.9550625,-78.8221841,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Wendy's Drive-Thru""","No cached search result for ""Wendy's Drive-Thru"""
West Herr Chrysler Dodge Jeep Ram of Lockport,shop:car,6200 South Transit Road,Lockport,NY,14094,,,,way,830572854,https://www.openstreetmap.org/way/830572854,43.125338,-78.697565,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""West Herr Chrysler Dodge Jeep Ram of Lockport""","No cached search result for ""West Herr Chrysler Dodge Jeep Ram of Lockport"""
Wildflowers,shop:gift,88 South Main Street,Ontario County,NY,,,,,node,12752811801,https://www.openstreetmap.org/node/12752811801,42.8864007,-77.2807239,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Wildflowers""","No cached search result for ""Wildflowers"""
$10 Haircuts,shop:hairdresser,73 Main Street,Tonawanda,NY,14150,,,,node,9932515820,https://www.openstreetmap.org/node/9932515820,43.0183628,-78.8783623,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""$10 Haircuts""","No cached search result for ""$10 Haircuts"""
100 Corporate Parkway,office:yes,100,Erie County,NY,,,,,way,724020356,https://www.openstreetmap.org/way/724020356,42.9889263,-78.7996447,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""100 Corporate Parkway""","No cached search result for ""100 Corporate Parkway"""
110 Grill,amenity:restaurant,780 Jefferson Road,Rochester,NY,14623,,,,way,126018967,https://www.openstreetmap.org/way/126018967,43.0877026,-77.6177402,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""110 Grill""","No cached search result for ""110 Grill"""
20 Deep Winery,craft:winery,187 Mendon-Ionia Road,Honeoye Falls,NY,14472,,,,way,1018407549,https://www.openstreetmap.org/way/1018407549,42.9846655,-77.502201,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""20 Deep Winery""","No cached search result for ""20 Deep Winery"""
200 Main,amenity:restaurant,200 Main Street,Tonawanda,NY,14150,,,,way,1303548155,https://www.openstreetmap.org/way/1303548155,43.0143219,-78.8795367,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""200 Main""","No cached search result for ""200 Main"""
290 Slide Sports Bar & Grill,amenity:restaurant,3191 Eggert Road,Tonawanda,NY,14150,,,,node,11287171318,https://www.openstreetmap.org/node/11287171318,42.9979024,-78.8503616,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""290 Slide Sports Bar & Grill""","No cached search result for ""290 Slide Sports Bar & Grill"""
2nd Time Around Consignment,shop:second_hand,123 Main Street,Leicester,NY,14481,,,,way,630995986,https://www.openstreetmap.org/way/630995986,42.7724506,-77.8992838,Livingston County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""2nd Time Around Consignment""","No cached search result for ""2nd Time Around Consignment"""
3 Legged Pig BBQ,amenity:restaurant,3415 Rochester Road,Lakeville,NY,14480,,,,way,827715986,https://www.openstreetmap.org/way/827715986,42.836802,-77.7048955,Livingston County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""3 Legged Pig BBQ""","No cached search result for ""3 Legged Pig BBQ"""
300 Corporate Parkway,office:yes,300,Erie County,NY,,,,,way,724020358,https://www.openstreetmap.org/way/724020358,42.9884654,-78.8003765,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""300 Corporate Parkway""","No cached search result for ""300 Corporate Parkway"""
41 Lakefront Hotel,tourism:hotel,41 Lakefront Drive,Geneva,NY,14456,,,,way,66116195,https://www.openstreetmap.org/way/66116195,42.866658,-76.9793368,Ontario County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""41 Lakefront Hotel""","No cached search result for ""41 Lakefront Hotel"""
450 Corporate Parkway,office:yes,450 Corporate Parkway,Buffalo,NY,14226,,,,way,724020360,https://www.openstreetmap.org/way/724020360,42.9876175,-78.7989037,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""450 Corporate Parkway""","No cached search result for ""450 Corporate Parkway"""
5 Star Fashion,shop:clothes,2211 Niagara Street,Buffalo,NY,14207,,,,node,11225615564,https://www.openstreetmap.org/node/11225615564,42.9451038,-78.9064359,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""5 Star Fashion""","No cached search result for ""5 Star Fashion"""
500 Corporate Parkway,office:yes,500,Erie County,NY,,,,,way,724020357,https://www.openstreetmap.org/way/724020357,42.9878271,-78.8012849,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""500 Corporate Parkway""","No cached search result for ""500 Corporate Parkway"""
7 Brew,amenity:cafe,3999 Maple Road,Amherst,NY,14226,,,,node,13544497317,https://www.openstreetmap.org/node/13544497317,42.9905764,-78.8150529,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""7 Brew""","No cached search result for ""7 Brew"""
7 Midnights Express Mart,shop:convenience,1560 Southpark Avenue,Buffalo,NY,14220,,,,node,9456819358,https://www.openstreetmap.org/node/9456819358,42.855744,-78.8279873,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""7 Midnights Express Mart""","No cached search result for ""7 Midnights Express Mart"""
8/Twelve Convenience,shop:convenience,2065 Delaware Avenue,Buffalo,NY,14216,,,,way,1212832762,https://www.openstreetmap.org/way/1212832762,42.940252,-78.8671875,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""8/Twelve Convenience""","No cached search result for ""8/Twelve Convenience"""
809,amenity:restaurant,288,Monroe County,NY,,,,,node,12104346819,https://www.openstreetmap.org/node/12104346819,43.1494225,-77.6106338,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""809""","No cached search result for ""809"""
95 Nutrition,shop:health_food,2674 Delaware Avenue,Buffalo,NY,14216,,,,node,9080956537,https://www.openstreetmap.org/node/9080956537,42.9571485,-78.8699349,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""95 Nutrition""","No cached search result for ""95 Nutrition"""
99¢ City,shop:variety_store,3735 Union Road,Buffalo,NY,14225,,,,node,10101881511,https://www.openstreetmap.org/node/10101881511,42.914705,-78.751075,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""99¢ City""","No cached search result for ""99¢ City"""
9Round,leisure:fitness_centre,462 Evans Street,Buffalo,NY,14221,,,,node,11137209232,https://www.openstreetmap.org/node/11137209232,42.9766039,-78.740303,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""9Round""","No cached search result for ""9Round"""
A Cut Away,shop:hairdresser,33 Maple Avenue,Victor,NY,14564,,,,way,825621075,https://www.openstreetmap.org/way/825621075,42.981576,-77.4093675,Ontario County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A Cut Away""","No cached search result for ""A Cut Away"""
A Different Point of View,shop:gift,2920 Monroe Avenue,Rochester,NY,14618,,,,way,421700572,https://www.openstreetmap.org/way/421700572,43.1107143,-77.5466479,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A Different Point of View""","No cached search result for ""A Different Point of View"""
A Second Thought,shop:second_hand,349 West Commercial Street Unit 1640,East Rochester,NY,14445,,,,node,8863294254,https://www.openstreetmap.org/node/8863294254,43.1159956,-77.4926412,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A Second Thought""","No cached search result for ""A Second Thought"""
A Touch of Elegance Photography,craft:photographer,113 South Main Street,Fairport,NY,14450,,,,way,496536347,https://www.openstreetmap.org/way/496536347,43.0981219,-77.4417259,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A Touch of Elegance Photography""","No cached search result for ""A Touch of Elegance Photography"""
A Touch of Grace Massage Therapy,shop:massage,565 Brighton Road,Tonawanda,NY,14150,,,,node,10143295480,https://www.openstreetmap.org/node/10143295480,42.9909393,-78.8522653,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A Touch of Grace Massage Therapy""","No cached search result for ""A Touch of Grace Massage Therapy"""
A-1 Home Appliances,shop:appliance,126 Main Street,North Tonawanda,NY,14120,,,,node,9947842249,https://www.openstreetmap.org/node/9947842249,43.0253039,-78.8772116,Niagara County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A-1 Home Appliances""","No cached search result for ""A-1 Home Appliances"""
A&A Beauty Supply & Salon Design,shop:hairdresser_supply,1154 Niagara Falls Boulevard Unit 103,Tonawanda,NY,14150,,,,node,13583323732,https://www.openstreetmap.org/node/13583323732,42.9857139,-78.823659,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A&A Beauty Supply & Salon Design""","No cached search result for ""A&A Beauty Supply & Salon Design"""
A&B Travel,shop:travel_agency,9336 Transit Road,East Amherst,NY,14051,,,,node,10674452632,https://www.openstreetmap.org/node/10674452632,43.0236178,-78.6979784,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A&B Travel""","No cached search result for ""A&B Travel"""
A&J Poke,amenity:restaurant,3997 Sheridan Drive,Buffalo,NY,14226,,,,node,10311982205,https://www.openstreetmap.org/node/10311982205,42.9783625,-78.7852839,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A&J Poke""","No cached search result for ""A&J Poke"""
A&M Northeast,office:company,349 West Commercial Street Unit 2258,East Rochester,NY,14445,,,,node,8785743396,https://www.openstreetmap.org/node/8785743396,43.1157031,-77.4914553,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A&M Northeast""","No cached search result for ""A&M Northeast"""
A&W,amenity:fast_food,218 South Cascade Drive,Springville,NY,14141,,,,way,629327976,https://www.openstreetmap.org/way/629327976,42.5033212,-78.6890113,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""A&W""","No cached search result for ""A&W"""
AAA,shop:travel_agency,7135 Rochester Road,Lockport,NY,14094,,,,way,446140990,https://www.openstreetmap.org/way/446140990,43.1819666,-78.6415544,Niagara County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""AAA""","No cached search result for ""AAA"""
