name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal
Mobil,shop:yes,4221 Walden Avenue,Lancaster,NY,14086,,,,node,2408368712,https://www.openstreetmap.org/node/2408368712,42.923219,-78.622037,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Mobil,amenity:fuel,1770 Seneca Street,Buffalo,NY,14210,,,,node,2665573629,https://www.openstreetmap.org/node/2665573629,42.8618895,-78.8181517,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Mobil,amenity:fuel,2194 Millersport Highway,Getzville,NY,,,,,way,639156645,https://www.openstreetmap.org/way/639156645,43.0088749,-78.7739538,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Morgan's Farm Market,shop:farm,3821 Cory Corners Road,Marion,NY,14505,,,,way,828998483,https://www.openstreetmap.org/way/828998483,43.144137,-77.221586,Wayne County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Mr. Beenz,amenity:restaurant,1941 Buffalo Road,Rochester,NY,14624,,,,way,598622513,https://www.openstreetmap.org/way/598622513,43.1483404,-77.7045136,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Mr. Ventry's Pizza on the Boulevard,amenity:restaurant,10051 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057771,https://www.openstreetmap.org/way/636057771,43.0970925,-78.9475405,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Mt. Hope Family Diner,amenity:restaurant,1511 Mount Hope Avenue,Rochester,NY,14620,,,,way,348806004,https://www.openstreetmap.org/way/348806004,43.1207091,-77.6197277,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
NAPA Auto Parts,shop:car_parts,,Wayne County,NY,,+1 315-483-6955,,,node,3754103518,https://www.openstreetmap.org/node/3754103518,43.2365986,-77.072685,Wayne County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Niagara Cafe,amenity:cafe,Niagara Street,Buffalo,NY,14201,,,,node,3422601311,https://www.openstreetmap.org/node/3422601311,42.8984042,-78.8890378,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Niagara Produce of Lockport,shop:supermarket,112 Chestnut Street,Lockport,NY,14094,,,,way,217916304,https://www.openstreetmap.org/way/217916304,43.1730042,-78.6859759,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Nothing Bundt Cakes,shop:pastry,3470 Amelia Drive,Orchard Park,NY,14127,,,,node,7205095504,https://www.openstreetmap.org/node/7205095504,42.7904054,-78.7855341,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Nowhere Lounge,amenity:bar,3115 Delaware Avenue,Erie County,NY,14217,,,100085912870999,node,12201480302,https://www.openstreetmap.org/node/12201480302,42.9691247,-78.8706086,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
O-Neh-Da and Eagle Crest Vineyards,shop:wine,7107 Vineyard Road,Livingston County,NY,,,,,node,6887719585,https://www.openstreetmap.org/node/6887719585,42.7400451,-77.6205751,Livingston County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Octapharma Plasma,healthcare:blood_donation,3386 Sheridan Drive,Buffalo,NY,14226,,,,node,10212548752,https://www.openstreetmap.org/node/10212548752,42.9815539,-78.8083652,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Old Navy,shop:clothes,1034 Ridge Road,Webster,NY,14580,,,,node,8786038617,https://www.openstreetmap.org/node/8786038617,43.2111941,-77.4533746,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Papa Leo's,amenity:restaurant,2265 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057766,https://www.openstreetmap.org/way/636057766,43.099237,-78.926439,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Perinton Express Car Wash,amenity:car_wash,1200 Fairport Road,Fairport,NY,14450,,,,way,277338492,https://www.openstreetmap.org/way/277338492,43.1027476,-77.4676805,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Pittsford Family Dental,amenity:dentist,3592 Monroe Avenue,Pittsford,NY,14534,,,,way,892507003,https://www.openstreetmap.org/way/892507003,43.0980895,-77.5307183,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Playa Bowls,amenity:fast_food,400 Commerce Drive,Victor,NY,14564,,,,node,9400440416,https://www.openstreetmap.org/node/9400440416,43.0183379,-77.4374112,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Price Rite,shop:supermarket,375 Driving Park Avenue,Rochester,NY,14613,,,,way,951238811,https://www.openstreetmap.org/way/951238811,43.18015,-77.6399673,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Public Meat & Grocery,shop:butcher,600 Hudson Avenue,Rochester,NY,14621,,,,way,777145583,https://www.openstreetmap.org/way/777145583,43.1749736,-77.5985328,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Pure Hockey,shop:sports,3265 Sheridan Drive,Buffalo,NY,14226,,,,way,212120048,https://www.openstreetmap.org/way/212120048,42.9796436,-78.8128452,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Queen City Kitchen,amenity:restaurant,4200 Genesee Street,Buffalo,NY,14225,,,,node,10249780225,https://www.openstreetmap.org/node/10249780225,42.9351064,-78.7312808,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Quicklee's,shop:convenience,196 Oak Street,Batavia,NY,14020,,,,way,266468618,https://www.openstreetmap.org/way/266468618,43.0150639,-78.1915441,Genesee County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rapid Car Wash,amenity:car_wash,125 Saginaw Drive,Rochester,NY,14623,,,,way,923495838,https://www.openstreetmap.org/way/923495838,43.085972,-77.5925199,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rapids Bowling Center,leisure:bowling_alley,9524 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057772,https://www.openstreetmap.org/way/636057772,43.09637,-78.9528334,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Ravines Wine Cellars,shop:wine,400 Barracks Road,Geneva,NY,14456,,,,node,6887759585,https://www.openstreetmap.org/node/6887759585,42.8446218,-77.0011918,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Ray's,amenity:restaurant,2510 State Route 332 Unit 800,Canandaigua,NY,14424,,,,node,8796719713,https://www.openstreetmap.org/node/8796719713,42.9093383,-77.2988644,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rebel Sailor Brewing Company,amenity:pub,1715 State Route 21,Shortsville,NY,14548,,,https://www.facebook.com/RebelSailorBrewCo,way,88222849,https://www.openstreetmap.org/way/88222849,42.9496173,-77.2294799,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rent-A-Center,shop:furniture,798 Young Street,Tonawanda,NY,14150,,,,node,7443108323,https://www.openstreetmap.org/node/7443108323,43.0029294,-78.8597149,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rocco's Sanwiches and Catering,amenity:restaurant,10065 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057770,https://www.openstreetmap.org/way/636057770,43.0972253,-78.9472327,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rosenkrans Pharmacy,amenity:pharmacy,526 Main Street,Medina,NY,14103,,,,node,7460502438,https://www.openstreetmap.org/node/7460502438,43.2196279,-78.3872718,Orleans County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Ruck's Pizza Kitchen,amenity:restaurant,166 West Main Street,Honeoye Falls,NY,14472,,,,node,5720590110,https://www.openstreetmap.org/node/5720590110,42.9480431,-77.6036638,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rylee's Diner,amenity:restaurant,,Ontario County,NY,,+1-585-398-7475,,,node,12412935886,https://www.openstreetmap.org/node/12412935886,42.9738622,-77.375647,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Salisa's All American Diner,amenity:restaurant,2214 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057768,https://www.openstreetmap.org/way/636057768,43.09915,-78.9304166,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sammy's Pizzeria,amenity:restaurant,1400 Hyde Park Boulevard,Niagara County,NY,NY 14305,,,,node,12912908901,https://www.openstreetmap.org/node/12912908901,43.1017878,-79.0272333,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sanaa Food Market,shop:convenience,1271 Clifford Avenue Unit 1,Rochester,NY,14621,,,,way,776866328,https://www.openstreetmap.org/way/776866328,43.1753822,-77.5883915,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scottsville Diner,amenity:restaurant,46 Main Street Unit 1,Scottsville,NY,14546,,,,node,8785857385,https://www.openstreetmap.org/node/8785857385,43.019804,-77.7509132,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Seneca One Stop,shop:convenience,621 Niagara Street,Niagara Falls,NY,14303,,,,way,1059359070,https://www.openstreetmap.org/way/1059359070,43.0877987,-79.0546099,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shake Shack,amenity:fast_food,911 Jefferson Road,Rochester,NY,14623,,,,way,126305924,https://www.openstreetmap.org/way/126305924,43.0866668,-77.6181885,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shaq Mini Mart,shop:convenience,488 Joseph Avenue,Rochester,NY,14605,,,,node,7248925388,https://www.openstreetmap.org/node/7248925388,43.1729074,-77.6074018,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shore Acres Executive Course,leisure:golf_course,1165 Greenleaf Road,Rochester,NY,14612,,,,way,134225187,https://www.openstreetmap.org/way/134225187,43.2659537,-77.6277635,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sips Coffee & Cafe,amenity:cafe,149 Pattonwood Drive,Rochester,NY,14617,,,,node,8786018913,https://www.openstreetmap.org/node/8786018913,43.2477169,-77.6055547,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Skylark Lounge,amenity:bar,40 South Union Street,Rochester,NY,14607,,,,node,4904092409,https://www.openstreetmap.org/node/4904092409,43.1539693,-77.5973767,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sleep Number,shop:bed,3220 Sheridan Drive Unit 100,Buffalo,NY,14226,,,,node,10210425622,https://www.openstreetmap.org/node/10210425622,42.9806126,-78.814389,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Snyder Pharmacy Inc,amenity:pharmacy,4536 Main Street,Buffalo,NY,14226,,,,way,859016147,https://www.openstreetmap.org/way/859016147,42.9632719,-78.7824581,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Society of the Seven Sages,healthcare:alternative,656 South Avenue,Rochester,NY,14620,,,,node,11235669137,https://www.openstreetmap.org/node/11235669137,43.1427538,-77.6044436,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sodam Korean House,amenity:restaurant,900 Jefferson Road Unit 101-102,Rochester,NY,14623,,,,node,8786037312,https://www.openstreetmap.org/node/8786037312,43.0886567,-77.6159421,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Soe's Kitchen,amenity:restaurant,617 Main Street Unit 200,Buffalo,NY,14203,,,,node,13608617030,https://www.openstreetmap.org/node/13608617030,42.8908298,-78.8724193,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Southwedge Diner,amenity:restaurant,880 South Clinton Avenue,Rochester,NY,14620,,,,way,545636442,https://www.openstreetmap.org/way/545636442,43.1410216,-77.5967578,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Spice Bazaar,shop:spices,3311 Sheridan Drive,Buffalo,NY,14226,,,SpiceBazaarBuffalo/,node,9451380645,https://www.openstreetmap.org/node/9451380645,42.9796791,-78.8102572,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Spot Coffee,amenity:cafe,6519 East Quaker Street,Erie County,NY,14127,,,,way,349913430,https://www.openstreetmap.org/way/349913430,42.7673606,-78.7433122,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Spray & Wash,amenity:car_wash,59 Delaware Street,Tonawanda,NY,14150,,,,way,795748747,https://www.openstreetmap.org/way/795748747,43.0175201,-78.8737381,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Star Service,shop:car_repair,7041 Boston Colden Road,Boston,NY,14025,,,,way,1004858382,https://www.openstreetmap.org/way/1004858382,42.6235645,-78.7312783,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Steamworks Coffee,shop:coffee,49 Canal Street,Lockport,NY,14094,,,,way,502988366,https://www.openstreetmap.org/way/502988366,43.1703349,-78.694434,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Steve T's,amenity:restaurant,2260 Lyell Avenue,Rochester,NY,14606,,,,way,293081219,https://www.openstreetmap.org/way/293081219,43.1650871,-77.6869151,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sultan,amenity:restaurant,1659 Mount Hope Avenue,Rochester,NY,14620,,,,node,4048044194,https://www.openstreetmap.org/node/4048044194,43.1179334,-77.6215365,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Supercuts,shop:hairdresser,80 Niagara Street,Tonawanda,NY,14150,,,,node,7382762842,https://www.openstreetmap.org/node/7382762842,43.0209418,-78.8809429,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tap It,amenity:bar,1761 Scottsville Road,Rochester,NY,14623,,,,way,469632699,https://www.openstreetmap.org/way/469632699,43.0887989,-77.6840545,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tasty Wok Chinese Restaurant,amenity:restaurant,2865 Dewey Avenue,Rochester,NY,14626,,,,node,4631398644,https://www.openstreetmap.org/node/4631398644,43.221819,-77.6415957,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Taylor's Tap and Grill,amenity:restaurant,2279 Niagara Falls Boulevard,Niagara Falls,NY,14304,,,,way,636057765,https://www.openstreetmap.org/way/636057765,43.0991623,-78.9252984,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Texas Roadhouse,amenity:restaurant,3755 Union Road,Buffalo,NY,14225,,,,way,1103923218,https://www.openstreetmap.org/way/1103923218,42.9158822,-78.7521828,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Dam Overlook Cafe,amenity:fast_food,2400 Park Road,Mount Morris,NY,14510,,,,way,241513314,https://www.openstreetmap.org/way/241513314,42.7355151,-77.9071311,Livingston County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Erie Grill,amenity:restaurant,41 North Main Street,Pittsford,NY,14534,,,,node,6704343430,https://www.openstreetmap.org/node/6704343430,43.0938049,-77.5154543,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Grilled Cheese Factory Roc,amenity:restaurant,302 North Goodman Street,Rochester,NY,14607,,,,node,4661525476,https://www.openstreetmap.org/node/4661525476,43.1589532,-77.5844253,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Home Depot,shop:doityourself,7600 Commons Boulevard,Victor,NY,14564,,,,way,825620773,https://www.openstreetmap.org/way/825620773,43.0332718,-77.4528775,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Market on Elmwood,amenity:restaurant,4200 Genesee Street,Buffalo,NY,14225,,,,node,10249780230,https://www.openstreetmap.org/node/10249780230,42.9361883,-78.7297996,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Original Steve's Diner,amenity:restaurant,1100 Jefferson Road,Rochester,NY,14623,,,,node,9870300401,https://www.openstreetmap.org/node/9870300401,43.08897,-77.60663,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Paperback Place,shop:books,,Ontario County,NY,,+15853969872,,,node,12752804251,https://www.openstreetmap.org/node/12752804251,42.886524,-77.280824,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Salty Dog Barbershop,shop:hairdresser,268 Main Street,Buffalo,NY,14202,,,,node,7228983241,https://www.openstreetmap.org/node/7228983241,42.881575,-78.8759315,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Spirit Room,amenity:bar,139 State Street,Rochester,NY,14614,,,,node,8786025080,https://www.openstreetmap.org/node/8786025080,43.1577575,-77.6149969,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Sudsy Snout,shop:pet_grooming,684 South Avenue,Rochester,NY,14620,,,,node,13228177907,https://www.openstreetmap.org/node/13228177907,43.1421811,-77.6042775,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Timeless Babez,shop:clothes,87 Allen St,Buffalo,NY,14150,,,https://www.facebook.com/TimelessBabez716,node,9932477915,https://www.openstreetmap.org/node/9932477915,42.8995357,-78.8732956,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tom's Restaurant,amenity:restaurant,3221 Sheridan Drive,Buffalo,NY,14226,,,,way,212120050,https://www.openstreetmap.org/way/212120050,42.9800197,-78.8142312,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,amenity:fuel,425 Niagara Street,Buffalo,NY,13201,,,,node,3422680045,https://www.openstreetmap.org/node/3422680045,42.8953947,-78.8860849,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,6179 State Route 96,Farmington,NY,14425,,,,way,88260327,https://www.openstreetmap.org/way/88260327,42.9729835,-77.3619551,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Trilliant Jewelers,shop:jewelry,113 Pattonwood Drive,Rochester,NY,14617,,,,node,8786031977,https://www.openstreetmap.org/node/8786031977,43.2473791,-77.6068039,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tru,shop:beauty,,Monroe County,NY,,+1 585-586-7870,,,node,9793858356,https://www.openstreetmap.org/node/9793858356,43.0925005,-77.513085,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Upscale Nails & Spa,shop:beauty,,Monroe County,NY,14625,+1-585-385-2070,,,node,12976048201,https://www.openstreetmap.org/node/12976048201,43.1300317,-77.4755565,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
UR Medicine Flaum Eye Institute,healthcare:optometrist,1317 Mount Hope Avenue,Rochester,NY,14620,,,,node,8786024489,https://www.openstreetmap.org/node/8786024489,43.1239276,-77.6182368,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Victor Village Inn,amenity:restaurant,34 East Main Street,Victor,NY,14564,,,,node,8796718233,https://www.openstreetmap.org/node/8796718233,42.9821785,-77.4088347,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Village Grill,amenity:restaurant,8639 Main Street,Honeoye,NY,14471,,,,way,825420845,https://www.openstreetmap.org/way/825420845,42.789075,-77.5103125,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Walgreens Drive-Thru,amenity:pharmacy,5305 Main Street,Williamsville,NY,14221,,,,node,8358892436,https://www.openstreetmap.org/node/8358892436,42.9604392,-78.7545524,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Washboard Willy’s,shop:laundry,11197 Maple Ridge Road,Medina,NY,14103,,,,node,8773810535,https://www.openstreetmap.org/node/8773810535,43.2071943,-78.3992016,Orleans County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Washboard Willy’s,shop:laundry,621 Main Street,Medina,NY,14103,,,,node,8773810791,https://www.openstreetmap.org/node/8773810791,43.2184226,-78.3864754,Orleans County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Water Street Cafe,amenity:restaurant,467 Exchange Street,Geneva,NY,14456,,,,way,544914217,https://www.openstreetmap.org/way/544914217,42.8676477,-76.9812247,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Wendy's Drive-Thru,amenity:fast_food,3362 Main Street,Buffalo,NY,14214,,,,node,8389190829,https://www.openstreetmap.org/node/8389190829,42.9550625,-78.8221841,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
West Herr Chrysler Dodge Jeep Ram of Lockport,shop:car,6200 South Transit Road,Lockport,NY,14094,,,,way,830572854,https://www.openstreetmap.org/way/830572854,43.125338,-78.697565,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Wildflowers,shop:gift,88 South Main Street,Ontario County,NY,,,,,node,12752811801,https://www.openstreetmap.org/node/12752811801,42.8864007,-77.2807239,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
$10 Haircuts,shop:hairdresser,73 Main Street,Tonawanda,NY,14150,,,,node,9932515820,https://www.openstreetmap.org/node/9932515820,43.0183628,-78.8783623,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
100 Corporate Parkway,office:yes,100,Erie County,NY,,,,,way,724020356,https://www.openstreetmap.org/way/724020356,42.9889263,-78.7996447,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
110 Grill,amenity:restaurant,780 Jefferson Road,Rochester,NY,14623,,,,way,126018967,https://www.openstreetmap.org/way/126018967,43.0877026,-77.6177402,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
20 Deep Winery,craft:winery,187 Mendon-Ionia Road,Honeoye Falls,NY,14472,,,,way,1018407549,https://www.openstreetmap.org/way/1018407549,42.9846655,-77.502201,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
200 Main,amenity:restaurant,200 Main Street,Tonawanda,NY,14150,,,,way,1303548155,https://www.openstreetmap.org/way/1303548155,43.0143219,-78.8795367,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
24/7 Laundromat,shop:laundry,2200 Sheridan Drive,Buffalo,NY,14223,,,,node,10811913659,https://www.openstreetmap.org/node/10811913659,42.9812942,-78.8521872,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
290 Slide Sports Bar & Grill,amenity:restaurant,3191 Eggert Road,Tonawanda,NY,14150,,,,node,11287171318,https://www.openstreetmap.org/node/11287171318,42.9979024,-78.8503616,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
2nd Time Around Consignment,shop:second_hand,123 Main Street,Leicester,NY,14481,,,,way,630995986,https://www.openstreetmap.org/way/630995986,42.7724506,-77.8992838,Livingston County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
3 Legged Pig BBQ,amenity:restaurant,3415 Rochester Road,Lakeville,NY,14480,,,,way,827715986,https://www.openstreetmap.org/way/827715986,42.836802,-77.7048955,Livingston County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
300 Corporate Parkway,office:yes,300,Erie County,NY,,,,,way,724020358,https://www.openstreetmap.org/way/724020358,42.9884654,-78.8003765,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
41 Lakefront Hotel,tourism:hotel,41 Lakefront Drive,Geneva,NY,14456,,,,way,66116195,https://www.openstreetmap.org/way/66116195,42.866658,-76.9793368,Ontario County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
450 Corporate Parkway,office:yes,450 Corporate Parkway,Buffalo,NY,14226,,,,way,724020360,https://www.openstreetmap.org/way/724020360,42.9876175,-78.7989037,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
5 Star Fashion,shop:clothes,2211 Niagara Street,Buffalo,NY,14207,,,,node,11225615564,https://www.openstreetmap.org/node/11225615564,42.9451038,-78.9064359,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
500 Corporate Parkway,office:yes,500,Erie County,NY,,,,,way,724020357,https://www.openstreetmap.org/way/724020357,42.9878271,-78.8012849,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
7 Brew,amenity:cafe,3999 Maple Road,Amherst,NY,14226,,,,node,13544497317,https://www.openstreetmap.org/node/13544497317,42.9905764,-78.8150529,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
7 Midnights Express Mart,shop:convenience,1560 Southpark Avenue,Buffalo,NY,14220,,,,node,9456819358,https://www.openstreetmap.org/node/9456819358,42.855744,-78.8279873,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
8/Twelve Convenience,shop:convenience,2065 Delaware Avenue,Buffalo,NY,14216,,,,way,1212832762,https://www.openstreetmap.org/way/1212832762,42.940252,-78.8671875,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
809,amenity:restaurant,288,Monroe County,NY,,,,,node,12104346819,https://www.openstreetmap.org/node/12104346819,43.1494225,-77.6106338,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
84 Lumber,shop:trade,3317 Walden Avenue,Depew,NY,14043,,,,way,109338606,https://www.openstreetmap.org/way/109338606,42.9124301,-78.6900106,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
84 Lumber,shop:trade,1505 Scottsville Road,Rochester,NY,14623,,,,way,729322523,https://www.openstreetmap.org/way/729322523,43.1049551,-77.6779931,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
95 Nutrition,shop:health_food,2674 Delaware Avenue,Buffalo,NY,14216,,,,node,9080956537,https://www.openstreetmap.org/node/9080956537,42.9571485,-78.8699349,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
95 Nutrition,shop:health_food,576 Dick Road,Depew,NY,14043,,,,node,10231676823,https://www.openstreetmap.org/node/10231676823,42.917306,-78.738019,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
95 Nutrition,shop:health_food,4125 Transit Road,Buffalo,NY,14221,,,,node,10616767817,https://www.openstreetmap.org/node/10616767817,42.959817,-78.6964465,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
95 Nutrition,shop:health_food,1520 Military Road Unit 142,Niagara Falls,NY,14304,,,,node,10274178779,https://www.openstreetmap.org/node/10274178779,43.093597,-78.9740361,Niagara County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
99¢ City,shop:variety_store,3735 Union Road,Buffalo,NY,14225,,,,node,10101881511,https://www.openstreetmap.org/node/10101881511,42.914705,-78.751075,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
9Round,leisure:fitness_centre,462 Evans Street,Buffalo,NY,14221,,,,node,11137209232,https://www.openstreetmap.org/node/11137209232,42.9766039,-78.740303,Erie County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
A Cut Away,shop:hairdresser,33 Maple Avenue,Victor,NY,14564,,,,way,825621075,https://www.openstreetmap.org/way/825621075,42.981576,-77.4093675,Ontario County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
A Different Point of View,shop:gift,2920 Monroe Avenue,Rochester,NY,14618,,,,way,421700572,https://www.openstreetmap.org/way/421700572,43.1107143,-77.5466479,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
A Second Thought,shop:second_hand,349 West Commercial Street Unit 1640,East Rochester,NY,14445,,,,node,8863294254,https://www.openstreetmap.org/node/8863294254,43.1159956,-77.4926412,Monroe County,65,No website/contact:website/url tag recorded in OpenStreetMap at generation time
